game,platform,developer,genre,rating,release_date,metascore,user_score
Might & Magic: Heroes VI - Shades of Darkness,PC,Virtuos,Strategy,T,2013-05-02,66,53
Ninja Gaiden Sigma 2 Plus,VITA,Team Ninja,Action Adventure,M,2013-02-26,66,76
Strike Suit Zero,PC,Born Ready Games,Action,,2013-01-23,66,73
Unchained Blades,3DS,FuRyu,Role-Playing,T,2013-01-03,65,78
Slender: The Arrival,PC,Blue Isle Studios,Adventure,T,2013-03-26,65,61
Remember Me,PC,DONTNOD Entertainment,Action Adventure,M,2013-06-03,65,74
The Raven: Legacy of a Master Thief - A Murder of Ravens,PC,KING Art,Adventure,,2013-09-24,65,45
Sorcery Saga: The Curse of the Great Curry God,VITA,Zerodiv,Role-Playing,T,2013-12-10,65,73
Kung Fu Rabbit,WIIU,"Neko Entertainment, Bulkypix",Action,E,2013-05-02,65,51
Blood of the Werewolf,PC,Scientifically Proven,Action,T,2013-10-28,65,74
Wii Party U,WIIU,Nd Cube,Miscellaneous,E,2013-10-25,65,69
Dr. Luigi,WIIU,"Arika, Nintendo",Miscellaneous,E,2013-12-31,65,71
Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,PC,Cyanide,Alternative,,2013-06-20,65,75
Powerstar Golf,XONE,Zoe Mode,Arcade,E,2013-11-22,65,56
Journey of a Roach,PC,Koboldgames,Miscellaneous,,2013-11-04,65,69
Super Motherload,PS4,XGenStudios,General,E10+,2013-11-15,65,67
Defiance,PC,Trion Worlds,Massively Multiplayer Online,M,2013-04-02,64,66
WRC 4: FIA World Rally Championship,PC,Milestone S.r.l,Rally / Offroad,,2013-10-25,64,65
Tiny Brains,PS4,Spearhead Games,Action,E10+,2013-12-03,64,67
The Mighty Quest for Epic Loot,PC,Ubisoft Montreal,Action Adventure,T,2013-06-10,64,56
Dusty Revenge,PC,PD Design Studio Pte Ltd,Action,,2013-07-08,64,69
Urban Trial Freestyle,3DS,Strangelands Ltd.,Miscellaneous,E10+,2013-06-27,64,79
Pressure,PC,Chasing Carrots,Action,E,2013-03-26,64,69
SimCity,PC,Maxis,Miscellaneous,E10+,2013-03-05,64,22
Alien Breed,VITA,Team 17,Action,E10+,2013-02-12,64,72
Warframe,PS4,Digital Extremes,Action,M,2013-11-12,64,71
NASCAR: The Game 2013,PC,Eutechnyx,Driving,,2013-07-24,64,48
Dragon's Prophet,PC,Runewaker Entertainment,Role-Playing,RP,2013-08-13,63,59
Sonic: Lost World,WIIU,Sonic Team,Action,E10+,2013-10-29,63,73
The Raven: Legacy of a Master Thief - Ancestry of Lies,PC,KING Art,Adventure,,2013-08-27,63,50
Total War: Rome II - Caesar in Gaul,PC,Creative Assembly,Strategy,,2013-12-12,63,45
Sonic & All-Stars Racing Transformed,3DS,Sumo Digital,Driving,E,2013-02-12,63,52
Deadpool,PC,High Moon Studios,3D,M,2013-06-24,63,76
Defense Technica,PC,KUNO INTERACTIVE,Strategy,,2013-10-24,63,77
Take On Mars,PC,Bohemia Interactive,Sci-Fi,,2013-08-01,62,76
Warface,PC,Crytek,Action,T,2013-10-21,62,42
War of the Vikings,PC,Fatshark AB,Action,RP,2013-10-01,62,62
Planetary Annihilation,PC,Uber Entertainment,Sci-Fi,,2013-06-13,62,56
Jett Rocket II: The Wrath of Taikai,3DS,Shin'en,Action,E10+,2013-11-13,62,65
Legend of Dungeon,PC,Robot Loves Kitty,Action,,2013-09-13,62,75
Redshirt,PC,The Tiniest Shark,Simulation,,2013-11-13,62,54
Senran Kagura Burst,3DS,Tamsoft,Action,T,2013-11-14,62,71
Kersploosh!,3DS,Poisoft,Miscellaneous,E,2013-03-07,62,70
LEGO City Undercover: The Chase Begins,3DS,Traveller's Tales,Action Adventure,E10+,2013-04-21,62,66
Knights of Pen & Paper +1 Edition,PC,Behold Studios,Role-Playing,,2013-06-18,62,58
Sniper Elite: Nazi Zombie Army,PC,Rebellion,Action,,2013-02-28,62,73
Bientot l'ete,PC,Tale of Tales,Simulation,,2013-02-06,62,44
Contrast,PC,Compulsion Games,Miscellaneous,T,2013-11-15,62,76
Betrayer,PC,Blackpowder Games ,Modern,,2013-08-14,62,72
WRC 3: FIA World Rally Championship,PC,Milestone S.r.l,Driving,,2013-04-23,61,76
Atomic Ninjas,VITA,Grip Games,Action,T,2013-10-08,61,66
The Dark Eye: Demonicon,PC,Noumena Productions,Role-Playing,RP,2013-10-24,61,66
Lost Planet 3,PC,Spark Unlimited,Action,T,2013-08-26,61,62
Sacred Citadel,PC,Southend Interactive,Action,T,2013-04-16,61,54
SimCity: Cities of Tomorrow Expansion Pack,PC,Maxis,Modern,E10+,2013-11-12,61,37
StarDrive,PC,Zero Sum Games,Strategy,,2013-04-26,61,68
Signal Ops,PC,Space Bullet Dynamics Corporation,Strategy,,2013-04-05,61,72
Batman: Arkham Origins Blackgate,VITA,Armature Studio,Action Adventure,T,2013-10-25,61,67
Dead Island: Riptide,PC,Techland,Action,M,2013-04-22,61,60
Violett,PC,"Forever Entertainment S.A., Forever Entertainment",Adventure,,2013-12-13,61,73
Evoland,PC,Shiro Games,Role-Playing,,2013-04-04,61,68
Zeno Clash II,PC,ACE Team,Action,T,2013-04-30,61,74
Game & Wario,WIIU,Intelligent Systems,Miscellaneous,E,2013-06-23,61,65
Ryse: Son of Rome,XONE,Crytek,Action Adventure,M,2013-11-22,60,62
Metro: Last Light - Faction Pack,PC,4A Games,Action,M,2013-07-16,60,68
How to Survive,PC,EKO Software,Action Adventure,M,2013-10-23,60,70
The Mysterious Cities of Gold: Secret Paths,WIIU,Neko Entertainment,Miscellaneous,E,2013-11-21,60,65
Pokemon Mystery Dungeon: Gates to Infinity,3DS,"Nintendo, Spike Chunsoft",General,E,2013-03-24,59,62
Ethan: Meteor Hunter,PC,Seaven Studio,Action,,2013-10-22,59,54
Contrast,PS4,Compulsion Games,Platformer,T,2013-11-15,59,64
Mars: War Logs,PC,Spiders,Role-Playing,,2013-04-26,59,72
Face Noir,PC,Mad Orange,Adventure,,2013-07-18,59,63
Sonic: Lost World,3DS,Dimps Corporation,Action,E10+,2013-10-29,59,61
Deadly Premonition: The Director's Cut,PC,Access Games,Action Adventure,M,2013-10-29,59,72
Master Reboot,PC,Wales Interactive Ltd.,Miscellaneous,T,2013-10-29,59,59
The Starship Damrey,3DS,Level 5,Adventure,T,2013-05-16,58,69
Pac-Man and the Ghostly Adventures,WIIU,"Namco Bandai Games, Monkey Bar Games",Action,E10+,2013-10-29,58,65
Blacklight: Retribution,PS4,Zombie Studios,Action,T,2013-11-15,58,62
God Mode,PC,Old School Games,Action,M,2013-04-19,58,68
Horizon,PC,L3O Interactive,General,,2013-07-02,58,67
Space Hulk,PC,"Full Control ApS, Full Control",Strategy,T,2013-08-15,58,65
Urban Trial Freestyle,PC,Tate Multimedia,Driving,,2013-09-18,58,68
Marvel Heroes,PC,Gazillion,Role-Playing,,2013-06-03,58,67
Prime World: Defenders,PC,Nival Interactive,Strategy,,2013-06-05,58,77
Mario Party: Island Tour,3DS,"Nintendo, Nd Cube",Party,E,2013-11-22,57,60
Disney Epic Mickey 2: The Power of Two,VITA,"Blitz Games, Disney Interactive Studios",Action,E,2013-06-18,57,67
Knock-knock,PC,Ice-Pick Lodge,General,,2013-10-04,57,83
Guardians of Middle-Earth,PC,Monolith Productions,Strategy,T,2013-08-29,56,59
Table Mini Golf,VITA,Four Door Lemon,Sports,E,2013-04-09,56,53
Leisure Suit Larry: Reloaded,PC,Replay Games,Adventure,,2013-06-27,56,83
The Amazing Spider-Man,VITA,Mercenary Technology,General,T,2013-11-19,55,69
Humans Must Answer,PC,SumomGames,Action,,2013-07-11,55,53
Crimson Dragon,XONE,Grounding Inc.,Shooter,T,2013-11-22,55,65
Zack Zero,PC,Crocodile Entertainment,Action,,2013-04-29,55,73
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WIIU,"Nintendo, Sega Sports R&D",Sports,E,2013-11-15,55,61
Darkout,PC,Allgraf,Action,,2013-01-14,55,68
Knack,PS4,SCE Japan Studio,Action,E10+,2013-11-15,54,65
Omerta: City of Gangsters,PC,Kalypso,Simulation,T,2013-01-31,54,49
Rush Bros,PC,XYLA Entertainment,Action,,2013-01-29,54,49
Sniper Elite: Nazi Zombie Army 2,PC,Rebellion,Shooter,,2013-10-31,53,69
Akaneiro: Demon Hunters,PC,Spicy Horse,Role-Playing,,2013-01-24,53,65
Speedball 2 HD,PC,Vivid Games,Sports,,2013-12-05,53,38
Deadfall Adventures,PC,The Farm 51,Action,M,2013-11-15,53,70
Halo: Spartan Assault,XONE,"Vanguard, 343 Industries",Action,T,2013-12-23,53,45
Sniper: Ghost Warrior 2,PC,City Interactive,Action,M,2013-03-11,52,58
Lords of Football,PC,Geniaware,Sports,,2013-04-05,52,64
Alien Rage,PC,CI Games,Action,M,2013-09-24,52,68
Jack Keane 2: The Fire Within,PC,Deck 13,Adventure,T,2013-06-28,52,65
Disney Planes,WIIU,Behaviour Interactive,Simulation,E,2013-08-06,51,53
Gomo,PC,Fishcow Studio,Adventure,,2013-12-06,50,48
Bugs vs. Tanks!,3DS,"Level 5, NATSUME ATARI Inc.",Action,T,2013-06-20,50,70
Pokemon Rumble U,WIIU,Ambrella,Action,E,2013-08-29,49,52
Beyblade: Evolution,3DS,"SIMS, Rising Star Games",Action,E,2013-10-22,49,63
Bad Bots,PC,Point 5 Projects ,Action,,2013-05-17,49,46
LocoCycle,XONE,Twisted Pixel Games,Driving,T,2013-11-22,48,40
Valhalla Knights 3,VITA,K2,Role-Playing,M,2013-10-15,48,69
Regular Show: Mordecai and Rigby in 8-Bit Land,3DS,WayForward,Action Adventure,E10+,2013-10-29,48,66
Special Forces: Team X,PC,Zombie Studios,Action,M,2013-02-06,48,69
Hexodius,PC,Brain Slap Studio,Action,,2013-06-21,47,57
Tactical Intervention,PC,"FIX Korea, Co. LTD",Tactical,,2013-03-28,47,59
HomeTown Story,3DS,TOYBOX,Simulation,E10+,2013-10-17,47,60
Impire,PC,Cyanide,Strategy,,2013-02-13,45,54
Aliens: Colonial Marines,PC,Gearbox Software,Action,M,2013-02-11,45,35
Star Trek The Video Game,PC,Digital Extremes,Action Adventure,T,2013-04-23,43,23
Air Conflicts: Vietnam,PC,"bitComposer Games, bitComposer",Action,T,2013-10-02,43,28
NBA Live 14,PS4,EA Sports,Arcade,E,2013-11-19,43,26
DARK,PC,Kalypso,Action Adventure,M,2013-07-03,41,42
Seduce Me,PC,,Strategy,AO,2013-01-02,41,34
Lets Fish! Hooked On,VITA,SIMS,Sports,E,2013-01-29,41,65
The Chaos Engine (2013),PC,Abstraction Games,Action,,2013-08-29,40,76
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WIIU,WayForward,Action Adventure,E10+,2013-11-19,40,50
Montague's Mount,PC,Polypusher Studios,Action Adventure,,2013-10-09,39,50
The Walking Dead: Survival Instinct,PC,Terminal Reality,Action,M,2013-03-19,38,26
NBA Live 14,XONE,EA Sports,Arcade,E,2013-11-19,36,31
Takedown: Red Sabre,PC,Serellan LLC,Action,M,2013-09-20,34,29
X Rebirth,PC,Egosoft,Simulation,T,2013-11-15,33,32
Power Rangers Megaforce,3DS,Digital Works Entertainment,Action,E10+,2013-11-05,30,48
R.I.P.D. The Game,PC,Old School Games,Action,T,2013-07-16,26,15
Fighter Within,XONE,Ubisoft,Sports,T,2013-11-19,23,28
Ride to Hell: Retribution,PC,"Eutechnyx, Deep Silver",Driving,M,2013-06-24,16,12
Grand Theft Auto V,XONE,Rockstar North,Action Adventure,M,2014-11-18,97,78
Grand Theft Auto V,PS4,Rockstar North,Action Adventure,M,2014-11-18,97,83
The Last of Us Remastered,PS4,Naughty Dog,Action Adventure,M,2014-07-29,95,91
Super Smash Bros. for Wii U,WIIU,Bandai Namco Games,Action,E10+,2014-11-21,92,89
Bayonetta 2,WIIU,PlatinumGames,Action Adventure,M,2014-09-20,91,89
Kentucky Route Zero - Act III,PC,Cardboard Computer,Adventure,,2014-05-06,91,66
Dark Souls II,PC,From Software,Action RPG,T,2014-04-25,91,72
Diablo III: Ultimate Evil Edition,PS4,Blizzard Entertainment,Action RPG,M,2014-08-19,90,79
Rayman Legends,PS4,Ubisoft Montpellier,Platformer,E10+,2014-02-18,90,84
Velocity 2X,VITA,FuturLab,Shooter,E10+,2014-09-02,90,72
Fez,PS4,Polytron Corp.,Action,E,2014-03-25,90,63
Shovel Knight,3DS,Yacht Club Games,Platformer,E,2014-06-26,90,83
Guacamelee! Super Turbo Championship Edition,WIIU,DrinkBox Studios,Action,E10+,2014-07-02,90,77
Out of the Park Baseball 15,PC,,Sports,,2014-04-21,89,72
Dragon Age: Inquisition,PS4,BioWare,General,M,2014-11-18,89,74
Minecraft: PlayStation 4 Edition,PS4,"4J Studios, Mojang AB",Action Adventure,E10+,2014-09-03,89,65
Mario Kart 8,WIIU,Nintendo,Driving,E,2014-05-30,88,89
The Binding of Isaac: Rebirth,PS4,Nicalis,Horror,M,2014-11-04,88,77
Shovel Knight,WIIU,Yacht Club Games,Platformer,E,2014-06-26,88,84
Minecraft: Xbox One Edition,XONE,"4J Studios, Mojang AB",Action Adventure,E10+,2014-11-18,88,67
Guacamelee! Super Turbo Championship Edition,XONE,DrinkBox Studios,Action,E10+,2014-07-02,88,70
Hearthstone: Heroes of Warcraft,PC,Blizzard Entertainment,Card Battle,T,2014-03-11,88,61
Guacamelee! Super Turbo Championship Edition,PS4,DrinkBox Studios,Action,E10+,2014-07-01,87,76
Middle-earth: Shadow of Mordor,XONE,Monolith Productions,Fantasy,M,2014-09-30,87,80
Steins;Gate,PC,M2,First-Person,M,2014-03-31,87,88
Year Walk,PC,Simogo,Miscellaneous,,2014-03-06,87,70
Mario Kart 8 DLC Pack 1,WIIU,Nintendo,Driving,E,2014-11-13,87,90
TowerFall Ascension,PC,Matt Thorson,Action,E10+,2014-03-11,87,68
TowerFall Ascension,PS4,Matt Thorson,Action,E10+,2014-03-11,87,70
Diablo III: Reaper of Souls,PC,Blizzard Entertainment,Action RPG,M,2014-03-25,87,66
Divinity: Original Sin,PC,Larian Studios Games Ltd,Action RPG,M,2014-01-17,87,87
World of Warcraft: Warlords of Draenor,PC,Blizzard Entertainment,Role-Playing,T,2014-11-13,87,59
Astebreed,PC,Edelweiss,Action,,2014-05-30,86,73
Velocity 2X,PS4,FuturLab,Action,E10+,2014-09-02,86,69
Final Fantasy X / X-2 HD Remaster,VITA,Virtuos,Miscellaneous,T,2014-03-18,86,90
Titanfall,XONE,Respawn Entertainment,Shooter,M,2014-03-11,86,67
The Binding of Isaac: Rebirth,PC,Nicalis,Horror,,2014-11-04,86,84
Titanfall,PC,Respawn Entertainment,Shooter,M,2014-03-11,86,62
Diablo III: Ultimate Evil Edition,XONE,Blizzard Entertainment,Role-Playing,M,2014-08-19,86,78
Tomb Raider: Definitive Edition,XONE,"Crystal Dynamics, United Front Games",Modern,M,2014-01-28,86,77
Forza Horizon 2,XONE,Playground Games,Driving,,2014-09-30,86,83
Bayonetta,WIIU,Bee Tribe,Action,M,2014-10-24,86,88
Final Fantasy XIV Online: A Realm Reborn,PS4,Square Enix,Fantasy,T,2014-04-14,86,73
Resogun: Heroes,PS4,Housemarque,Action,E10+,2014-06-24,86,73
The Talos Principle,PC,Croteam,Sci-Fi,E10+,2014-12-11,85,86
Legend of Grimrock II,PC,Almost Human,Role-Playing,,2014-10-15,85,81
Dragon Age: Inquisition,PC,BioWare,PC-style RPG,M,2014-11-18,85,59
Bravely Default,3DS,Silicon Studio,Console-style RPG,T,2014-02-07,85,85
Rogue Legacy,VITA,Cellar Door Games,Action,E10+,2014-07-29,85,78
South Park: The Stick of Truth,PC,Obsidian Entertainment,Role-Playing,M,2014-03-04,85,86
Dragon Age: Inquisition,XONE,BioWare,General,M,2014-11-18,85,70
Super Smash Bros. for Nintendo 3DS,3DS,Bandai Namco Games,Fighting,E10+,2014-10-03,85,86
Shovel Knight,PC,Yacht Club Games,Platformer,E,2014-06-26,85,80
Assetto Corsa,PC,Kunos Simulazioni,Driving,E,2014-12-19,85,84
Valkyria Chronicles,PC,Sega,General,T,2014-11-11,85,82
BattleBlock Theater,PC,The Behemoth,Action,T,2014-05-15,85,79
Halo: The Master Chief Collection,XONE,343 Industries,Miscellaneous,M,2014-11-11,85,74
Super Mega Baseball,PS4,Metalhead Software,Traditional,E,2014-12-16,85,73
Rogue Legacy,PS4,Cellar Door Games,Action,E10+,2014-07-29,85,77
Geometry Wars 3: Dimensions,PS4,Lucid Games,Action,E,2014-11-25,85,75
Far Cry 4,PS4,Ubisoft Montreal,Action,M,2014-11-18,85,77
Shantae and the Pirate's Curse,WIIU,WayForward,Action,T,2014-12-25,85,88
Tomb Raider: Definitive Edition,PS4,"Crystal Dynamics, Nixxes Software",Modern,M,2014-01-28,85,81
Middle-earth: Shadow of Mordor,PC,Monolith Productions,Fantasy,M,2014-09-30,84,79
Middle-earth: Shadow of Mordor,PS4,Monolith Productions,Fantasy,M,2014-09-30,84,80
Guilty Gear Xrd -SIGN-,PS4,Arc System Works,Action,T,2014-12-16,84,79
TxK,VITA,Llamasoft,Action,E,2014-02-11,84,72
Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,PC,Blizzard Entertainment,Miscellaneous,,2014-12-08,84,62
Tales From The Borderlands: Episode 1 - Zer0 Sum,PC,Telltale Games,Miscellaneous,M,2014-11-25,84,84
ZEN Pinball 2: South Park: Super-Sweet Pinball,PS4,Zen Studios,Action,E10+,2014-10-14,84,60
Metro Redux,PC,4A Games,Action,M,2014-08-26,84,76
Frozen Synapse Prime,VITA,Double Eleven,General,T,2014-09-23,84,72
Europa Universalis IV: Wealth of Nations,PC,Paradox Development Studio,Strategy,,2014-05-29,84,85
Child of Light,WIIU,Ubisoft Montreal,Action,E10+,2014-04-29,84,85
Metro Redux,XONE,4A Games,Action,M,2014-08-26,84,79
Oddworld: Abe's Oddysee - New 'n' Tasty,PS4,Just Add Water,Platformer,T,2014-07-22,84,78
Minecraft: PlayStation Vita Edition,VITA,"4J Studios, Mojang AB",Action Adventure,E10+,2014-10-14,84,75
The Wolf Among Us: Episode 5 - Cry Wolf,PC,Telltale Games,Fantasy,M,2014-07-08,84,88
Ultimate General: Gettysburg,PC,Game-Labs,Strategy,,2014-10-16,84,78
SMITE,PC,Hi-Rez Studios,Role-Playing,T,2014-03-25,83,82
Persona Q: Shadow of the Labyrinth,3DS,Atlus,Role-Playing,M,2014-11-25,83,52
The Blackwell Epiphany,PC,Wadjet Eye Games,General,,2014-04-24,83,77
Retro City Rampage DX,3DS,Vblank Entertainment Inc.,Action Adventure,T,2014-02-06,83,75
Transistor,PS4,Supergiant Games,Role-Playing,T,2014-05-20,83,82
This War of Mine,PC,11 bit studios,Action,,2014-11-14,83,84
Metro Redux,PS4,4A Games,Action,M,2014-08-26,83,79
The Swapper,PS4,Facepalm Games,Action,E10+,2014-08-05,83,76
Metal Gear Rising: Revengeance,PC,PlatinumGames,Action,M,2014-01-09,83,80
Transistor,PC,Supergiant Games,Role-Playing,T,2014-05-20,83,83
Child of Light,VITA,Ubisoft Montreal,Role-Playing,E10+,2014-07-01,83,79
Call of Duty: Advanced Warfare,PS4,Sledgehammer Games,Action,M,2014-11-03,83,57
MLB 14: The Show,PS4,SCEA San Diego Studios,Sports,E,2014-05-06,83,76
NBA 2K15,PS4,Visual Concepts,Sports,E,2014-10-07,83,69
Freedom Planet,PC,GalaxyTrail,Action,E10+,2014-07-21,83,83
Pokemon Omega Ruby,3DS,Game Freak,Role-Playing,E,2014-11-21,83,87
Luftrausers,VITA,Vlambeer,Action,E,2014-03-18,83,74
SteamWorld Dig,WIIU,Image & Form,Action,E10+,2014-08-28,83,80
Broforce,PC,Free Lives,Platformer,,2014-04-07,83,80
Door Kickers,PC,KillHouse Games,Modern,,2014-10-20,83,77
Theatrhythm Final Fantasy: Curtain Call,3DS,Indies Zero ,Action,T,2014-09-16,83,90
Donkey Kong Country: Tropical Freeze,WIIU,Retro Studios,Platformer,E,2014-02-21,83,89
Outland,PC,"Housemarque, Knockout Games",Action,E10+,2014-09-29,83,73
ZEN Pinball 2: The Walking Dead,PS4,Zen Studios,Action,E10+,2014-08-26,83,60
Dark Souls II: Crown of the Ivory King,PC,Namco Bandai Games,Role-Playing,,2014-09-29,82,78
Pokemon Alpha Sapphire,3DS,Game Freak,Role-Playing,E,2014-11-21,82,88
Child of Light,XONE,Ubisoft Montreal,Action,E10+,2014-04-30,82,76
Forza Horizon 2: Storm Island,XONE,Playground Games,Driving,E10+,2014-12-16,82,73
Geometry Wars 3: Dimensions,XONE,Lucid Games,Action,E,2014-11-26,82,77
Stealth Inc 2: A Game of Clones,WIIU,Curve Digital,Action,T,2014-10-30,82,83
Pro Evolution Soccer 2015,PS4,Konami,Action,E,2014-11-11,82,71
FIFA 15,XONE,EA Sports,Sports,E,2014-09-23,82,54
Tales From The Borderlands: Episode 1 - Zer0 Sum,XONE,Telltale Games,Miscellaneous,M,2014-11-26,82,82
Shantae and the Pirate's Curse,3DS,WayForward,Platformer,T,2014-10-23,82,85
Sportsfriends,PS4,Die Gute Fabrik,Sports,E10+,2014-05-06,82,63
Endless Legend,PC,Amplitude Studios,Strategy,,2014-04-24,82,79
Kero Blaster,PC,Studio Pixel,General,,2014-05-11,82,73
The Wolf Among Us: Episode 3 - A Crooked Mile,PC,Telltale Games,Fantasy,M,2014-04-08,82,86
Art of Balance,WIIU,Shin'en,Puzzle,E,2014-10-09,82,85
NBA 2K15,XONE,Visual Concepts,Sports,E,2014-10-07,82,62
Child of Light,PS4,Ubisoft Montreal,Action,E10+,2014-04-29,82,80
FIFA 15,PC,EA Sports,Sports,E,2014-09-23,82,43
ETHER One,PC,White Paper Games,General,E10+,2014-03-25,82,69
The Vanishing of Ethan Carter,PC,The Astronauts,Miscellaneous,M,2014-09-25,82,80
Soul Sacrifice Delta,VITA,SCE Japan Studio,Role-Playing,M,2014-05-13,82,85
Far Cry 4,XONE,Ubisoft Montreal,Action,M,2014-11-18,82,76
Age of Wonders III - Golden Realms,PC,Triumph Studios,Fantasy,,2014-09-18,82,86
Dark Souls II: Crown of the Sunken King,PC,Namco Bandai Games,Role-Playing,T,2014-07-22,82,74
Disgaea 4: A Promise Revisited,VITA,Nippon Ichi Software,Fantasy,T,2014-08-12,82,81
SteamWorld Dig,PS4,Image & Form,Action,E10+,2014-03-18,82,73
Lethal League,PC,Reptile,Action,,2014-08-27,82,77
Pro Evolution Soccer 2015,PC,Konami,Sports,,2014-11-13,82,56
FIFA 15,PS4,EA Sports,Sports,E,2014-09-23,82,57
PixelJunk Shooter Ultimate,PS4,Double Eleven,Action,E,2014-06-03,82,72
WildStar,PC,Carbine Studios,Sci-Fi,T,2014-06-03,82,75
Broken Age: Act 1,PC,Double Fine Productions,General,,2014-01-28,82,77
Siesta Fiesta,3DS,Mojo Bones,Puzzle,E,2014-07-24,81,74
Nidhogg,PC,Messhof,General,,2014-01-13,81,68
Kalimba,XONE,Press Play,Action,E,2014-12-17,81,74
Madden NFL 15,PS4,EA Sports,Sports,E,2014-08-26,81,61
Sunless Sea,PC,Failbetter Games,Sci-Fi,,2014-07-01,81,74
The Walking Dead: Season Two Episode 3 - In Harm's Way,PC,Telltale Games,General,M,2014-05-13,81,83
Marvel Heroes 2015,PC,Gazillion,Role-Playing,,2014-06-04,81,82
Wolfenstein: The New Order,PC,MachineGames,General,M,2014-05-19,81,82
Call of Duty: Advanced Warfare,XONE,Sledgehammer Games,Action,M,2014-11-03,81,55
Alien: Isolation,PC,Creative Assembly,Action Adventure,M,2014-10-06,81,84
Phoenix Wright: Ace Attorney Trilogy,3DS,NATSUME ATARI Inc.,Miscellaneous,T,2014-12-09,81,85
Gunslugs,VITA,Abstraction Games,Action,T,2014-02-18,81,72
Captain Toad: Treasure Tracker,WIIU,Nintendo EAD Tokyo ,Action,E,2014-12-05,81,86
Professor Layton and the Azran Legacy,3DS,Level 5,General,E10+,2014-02-28,81,81
Company of Heroes 2: Ardennes Assault,PC,"Relic, Sega, Relic Entertainment",Strategy,M,2014-11-17,81,62
The Walking Dead: Season Two Episode 2 - A House Divided,PC,Telltale Games,General,M,2014-03-04,81,85
Sunset Overdrive,XONE,Insomniac Games,General,M,2014-10-28,81,78
DG2: Defense Grid 2,PC,Hidden Path Entertainment,General,,2014-09-23,81,68
Sid Meier's Civilization: Beyond Earth,PC,Firaxis Games,Strategy,E10+,2014-10-23,81,55
Hatsune Miku: Project Diva f,VITA,Sega,Action,T,2014-03-04,81,80
Wasteland 2,PC,InXile Entertainment,PC-style RPG,M,2014-09-18,81,73
Galactic Civilizations III,PC,Stardock,Strategy,,2014-03-27,81,66
Valiant Hearts: The Great War,XONE,Ubisoft Montpellier,Platformer,T,2014-06-25,81,81
Danganronpa 2: Goodbye Despair,VITA,Spike Chunsoft,Action,M,2014-09-02,81,88
